item_id,item_name,available_stock,stock_on_hand
4138545000009615019,Steel Strap - 3/4,16.0,16.0
4138545000009615006,Steel Strap - 5/8,17.0,17.0
4138545000009615057,Steel Strap Clip - 3/4,24.6,24.6
4138545000009615044,Steel Strap Clip - 5/8,13.6,13.6
4138545000009615169,Strapping Set 3/4,3.0,3.0
4138545000009615156,Strapping Set 5/8,0.0,0.0
4138545000000076971,Tap Changer,400.0,400.0
4138545000001260001,Tap Changer 3 PHASE,5.0,5.0
4138545000002826001,Tap Changer 3 PHASE TYPE 2,9.0,9.0
4138545000002847009,Tap Changer Version 2,33.0,33.0
4138545000003555047,Transformer Lock,802.0,802.0
4138545000000943028,UNIVERSAL - BOX for FIBERGLASS Flat Wire - 1/2,0.0,0.0
4138545000000943037,UNIVERSAL - BOX for FIBERGLASS Flat Wire - 3/4,0.0,0.0
4138545000000943010,UNIVERSAL - BOX for FIBERGLASS Flat Wire - 5/8,0.0,0.0
4138545000000943019,UNIVERSAL - Fiberglass Coated Flat Wire 1/2,0.0,0.0
4138545000001377001,UNIVERSAL - Fiberglass Coated Flat Wire 1/4,0.0,0.0
4138545000001378001,UNIVERSAL - Fiberglass Coated Flat Wire 5/16,0.0,0.0
4138545000000943001,UNIVERSAL - Fiberglass Coated Flat Wire 5/8,0.0,0.0
4138545000001491017,UNIVERSAL Aluminum Round Wire #16,16.07,16.07
4138545000004119043,Universal Box  Enamel Round Wire #18,0.0,0.0
4138545000003711040,Universal Box  Enamel round wire #18,,
4138545000002434027,Universal Box Enamel Round Wire #14,1.0,1.0
4138545000002439037,Universal Box Enamel Round Wire #8,0.0,0.0
4138545000002906029,Universal Box Enameled Flat Aluminum Wire,0.0,0.0
4138545000002913069,Universal Box Enameled Flat Aluminum Wire 5/8,0.0,0.0
4138545000005854024,Universal Box Enameled Round Wire #12,0.0,0.0
4138545000002496010,Universal Box Fiberglass Aluminum Flat Wire 3/16,0.0,0.0
4138545000001396001,UNIVERSAL BOX for Aluminum Round Wire #13,0.0,0.0
4138545000001505001,UNIVERSAL BOX for Aluminum Round Wire #16,1.0,1.0
4138545000000561115,UNIVERSAL BOX for Aluminum Round Wire Enamel - #10,0.0,0.0
4138545000000926010,Universal BOX for Aluminum Round Wire Enamel - #11,0.0,0.0
4138545000000928001,Universal BOX for Aluminum Round Wire Enamel - #15,0.0,0.0
4138545000000921017,UNIVERSAL BOX for Aluminum Round Wire Enamel - #6,0.0,0.0
4138545000000915084,UNIVERSAL BOX for Aluminum Round Wire Enamel - #7,0.0,0.0
4138545000000492106,UNIVERSAL BOX for Aluminum Round Wire Enamel - #9,0.0,0.0
4138545000001390010,UNIVERSAL BOX for FIBERGLASS Flat Wire - 1/4,0.0,0.0
4138545000000492164,UNIVERSAL BOX for FIBERGLASS Flat Wire - 3/8,0.0,0.0
4138545000001390001,UNIVERSAL BOX for FIBERGLASS Flat Wire - 5/16,0.0,0.0
4138545000002443033,Universal Enamel Round Wire #14,29.52,29.52
4138545000004119056,Universal Enamel Round Wire #18,0.0,0.0
4138545000003711031,Universal Enamel round wire #18,,
4138545000002433035,Universal Enamel Round Wire #8,0.0,0.0
4138545000002912085,Universal Enameled Flat Aluminum Wire 5/8,0.0,0.0
4138545000000561124,UNIVERSAL Enameled Round Wire #10,0.0,0.0
4138545000000926001,Universal Enameled Round Wire #11,0.0,0.0
4138545000005854015,Universal Enameled Round Wire #12,,
4138545000001390103,UNIVERSAL Enameled Round Wire #13,0.0,0.0
4138545000000927001,Universal Enameled Round Wire #15,0.0,0.0
4138545000000925001,UNIVERSAL Enameled Round Wire #6,0.0,0.0
4138545000000915075,UNIVERSAL Enameled Round Wire #7,0.0,0.0
4138545000000492097,UNIVERSAL Enameled Round Wire #9,0.0,0.0
4138545000002496001,Universal Fiberglass Aluminum Flat Wire 3/16,0.0,0.0
4138545000000875111,UNIVERSAL Fiberglass Coated Flat Wire 3/4,0.0,0.0
4138545000000492155,UNIVERSAL Fiberglass Coated Flat Wire 3/8,0.0,0.0
4138545000000492173,UNIVERSAL Fiberglass Tape,500.0,500.0
4138545000000924001,Universal Insuldor 010,0.0,0.0
4138545000002595001,Universal Pressboard 1/32,3.0,3.0
4138545000005726239,UNIVERSAL Pressboard 1/8,0.0,0.0
4138545000000866001,UNIVERSAL Pressed Board 1/16,0.0,0.0
4138545000004231001,UNIVERSAL-Aluminum Round Wire #17,,
4138545000004231010,UNIVERSAL-Box for Aluminum Round Wire #17,,
4138545000001668001,Weidmann Micro Tape,16.0,16.0
4138545000007449028,Wooden Spool #10,49.0,49.0
4138545000008502129,Wooden Spool #11,9.0,9.0
4138545000007002001,Wooden Spool #6,45.0,45.0
4138545000007449001,Wooden Spool #7,0.0,0.0
4138545000007449010,Wooden Spool #8,0.0,0.0
4138545000007449019,Wooden Spool #9,0.0,0.0
4138545000008463145,Wooden Spool Flat Copper Wire 1/2,0.0,0.0
4138545000008463167,Wooden Spool Flat Copper Wire 3/8,0.0,0.0
4138545000008463156,Wooden Spool Flat Copper Wire 5/8,3.0,3.0
4138545000005373251,Yellow Polyester Shrink Tape,603.0,603.0
4138545000006048099,z_Box of Copper Enameled #13_,0.0,0.0
4138545000006048117,z_Box of Copper Enameled #15_,0.0,0.0
